序号,招聘平台,岗位类型一级,岗位类型二级,岗位名称,岗位类型企业/公务员/事业单位/军队文职,公司名称,公司规模,所在省份,城市,详细地址,学历要求,经验要求,薪资范围,福利标签,工作内容,任职要求,岗位链接,发布时间,投递起始时间,投递截止时间,证书要求,备注（技能要求）,岗位类型一级,岗位类型二级,"岗位类型
企业/公务员/事业单位/军队文职"
153776,猎聘,能源/化工/环保,化学,药化总监,猎头职位,某南京制药公司,50-99人,,杭州,南京,硕士,10年以上,70-90k,,,,https://www.liepin.com/a/74081133.shtml,20260608131338.0,,,,,,,
153777,猎聘,能源/化工/环保,化学,镀铜研发,猎头职位,某知名公司,1-49人,,杭州,苏州,硕士,3-5年,25-40k·13薪,,,,https://www.liepin.com/a/75956759.shtml,20260605105323.0,,,,,,,
153778,猎聘,能源/化工/环保,化学,药化组长,猎头职位,某南京制药上市公司,1000-2000人,,杭州,南京,学历不限,经验不限,20-35k·13薪,,,,https://www.liepin.com/a/74180787.shtml,20260603111202.0,,,,,,,
153779,猎聘,能源/化工/环保,化学,电池辅材研发工程师,猎头职位,某南京大型新能源公司,5000-10000人,,杭州,南京-栖霞区,硕士,2年以上,35-45k,,,,https://www.liepin.com/a/76104999.shtml,20260609085628.0,,,,,,,
153780,猎聘,能源/化工/环保,化学, 分析部主任/经理(Analytical R&D),猎头职位,某原料药企业,10000人以上,,杭州,南京,硕士,3年以上,25-45k·15薪,,,,https://www.liepin.com/a/73858119.shtml,20260609114922.0,,,,,,,
153781,猎聘,能源/化工/环保,化学,胶粘剂研发（电子胶、车身胶、内饰胶、电池胶、“南通/上海/北京/广州”）,猎头职位,某国内知名公司,100-499人,,杭州,南通,统招本科,经验不限,20-40k·14薪,,,,https://www.liepin.com/a/75595419.shtml,20260512200636.0,,,,,,,
153782,猎聘,能源/化工/环保,化学,研发总监（环氧树脂胶粘剂）,猎头职位,某国内金属制品公司,100-499人,,杭州,镇江,博士,10年以上,50-80k·15薪,,,,https://www.liepin.com/a/75532241.shtml,20260608154337.0,,,,,,,
153783,猎聘,能源/化工/环保,化学,合成工艺经理,猎头职位,某苏州大型制药公司,500-999人,,杭州,苏州,统招本科,5-10年,21-30k,,,,https://www.liepin.com/a/76204741.shtml,20260609094351.0,,,,,,,
153784,猎聘,能源/化工/环保,化学,理化实验室主管,猎头职位,某大型知名机械/设备公司,2000-5000人,,杭州,苏州-张家港,本科,3-5年,11-20k,,,,https://www.liepin.com/a/73302325.shtml,20260604093513.0,,,,,,,
153785,猎聘,能源/化工/环保,化学,电解液研发工程师,猎头职位,世界知名500强集团新能源事业部,5000-10000人,,杭州,南京-栖霞区,硕士,3-5年,20-40k·16薪,,,,https://www.liepin.com/a/73301035.shtml,20260609111952.0,,,,,,,
153786,猎聘,能源/化工/环保,化学,LFP电芯主任,猎头职位,某南京大型新能源公司,5000-10000人,,杭州,南京,硕士,5-10年,40-50k·16薪,,,,https://www.liepin.com/a/75077965.shtml,20260608093315.0,,,,,,,
153787,猎聘,能源/化工/环保,化学,高级研发科学家（生物传感器方向）,猎头职位,某知名公司,50-99人,,杭州,南京,博士,3年以上,60-80k,,,,https://www.liepin.com/a/76042787.shtml,20260526092718.0,,,,,,,
153788,猎聘,能源/化工/环保,化学,钠电平台电芯研发工程师,猎头职位,世界知名500强集团新能源事业部,5000-10000人,,杭州,南京-栖霞区,硕士,5-10年,20-40k·16薪,,,,https://www.liepin.com/a/75174981.shtml,20260609111951.0,,,,,,,
153789,猎聘,能源/化工/环保,化学,Operation Manager运营经理/工厂长（挤出模压成型/工程塑料/英语商务）,猎头职位,某上海化工公司,100-499人,,杭州,苏州-常熟,统招本科,10年以上,40-60k,,,,https://www.liepin.com/a/74911941.shtml,20260609081054.0,,,,,,,
153790,猎聘,能源/化工/环保,化学,钠电电解液开发工程师,猎头职位,世界知名500强集团新能源事业部,5000-10000人,,杭州,南京-栖霞区,硕士,3-5年,20-40k·16薪,,,,https://www.liepin.com/a/73816429.shtml,20260609111952.0,,,,,,,
153791,猎聘,能源/化工/环保,化学,流化工艺研究员 高薪+五险一金,猎头职位,某苏州大型医疗机构公司,5000-10000人,,杭州,苏州,本科,1-3年,8-10k·13薪,,,,https://www.liepin.com/a/75841023.shtml,20260528185546.0,,,,,,,
153792,猎聘,能源/化工/环保,化学,Project Manager 项目经理（考虑销售/售前/售后/应用背景）,猎头职位,某苏州化工公司,,,杭州,苏州,本科,经验不限,13-22k·13薪,,,,https://www.liepin.com/a/74061253.shtml,20260609191130.0,,,,,,,
153793,猎聘,能源/化工/环保,化学,硅负极材料资深工程师,猎头职位,某国内大型新能源公司,2000-5000人,,杭州,常州,博士,3年以上,40-70k·13薪,,,,https://www.liepin.com/a/75362861.shtml,20260507155419.0,,,,,,,
153794,猎聘,能源/化工/环保,化学,药化设计高级研究员,猎头职位,某大型知名制药公司,500-999人,,杭州,南京,学历不限,3-5年,30-40k·16薪,,,,https://www.liepin.com/a/75425697.shtml,20260609101047.0,,,,,,,
153795,猎聘,能源/化工/环保,化学,药化设计科学家（小分子化药方向）,猎头职位,某南京大型制药公司,2000-5000人,,杭州,南京,博士,5-10年,30-45k,,,,https://www.liepin.com/a/75679073.shtml,20260609182940.0,,,,,,,
153796,猎聘,能源/化工/环保,化学,锂电工艺,猎头职位,某大型新能源公司,10000人以上,,杭州,南京,大专,经验不限,20-30k·14薪,,,,https://www.liepin.com/a/72732095.shtml,20260609104523.0,,,,,,,
153797,猎聘,能源/化工/环保,化学,电芯设计工程师,猎头职位,某国内大型新能源公司,5000-10000人,,杭州,无锡,统招本科,5年以上,20-40k·17薪,,,,https://www.liepin.com/a/73283157.shtml,20260608104337.0,,,,,,,
153798,猎聘,能源/化工/环保,化学,药化设计科学家,猎头职位,某南京大型制药公司,2000-5000人,,杭州,南京-玄武区,学历不限,5-7年,30-45k,,,,https://www.liepin.com/a/73816133.shtml,20260602093301.0,,,,,,,
153799,猎聘,能源/化工/环保,化学,研究院副院长,猎头职位,某苏州大型电子/半导体/集成电路公司,5000-10000人,,杭州,苏州,博士,经验不限,35-55k·13薪,,,,https://www.liepin.com/a/73256189.shtml,20260608112655.0,,,,,,,
153800,猎聘,能源/化工/环保,化学,材料研发经理,猎头职位,某国内橡胶/塑料制品公司,100-499人,,杭州,扬州,统招本科,6年以上,30-45k,,,,https://www.liepin.com/a/76302715.shtml,20260602113110.0,,,,,,,
153801,猎聘,能源/化工/环保,化学,有机合成研究员,猎头职位,某上海大型制药公司,500-999人,,杭州,无锡,统招本科,2-8年,11-20k,,,,https://www.liepin.com/a/71119905.shtml,20260509011408.0,,,,,,,
153802,猎聘,能源/化工/环保,化学,多肽连续流研究员,猎头职位,某大型知名制药公司,500-999人,,杭州,南京,学历不限,3-5年,15-30k,,,,https://www.liepin.com/a/73463159.shtml,20260609101048.0,,,,,,,
153803,猎聘,能源/化工/环保,化学,药化设计科学家（小分子化药方向）,猎头职位,某南京大型制药公司,2000-5000人,,杭州,南京,学历不限,5-10年,30-45k·13薪,,,,https://www.liepin.com/a/75675571.shtml,20260609145621.0,,,,,,,
153804,猎聘,能源/化工/环保,化学,QA Head（生物药，英语流利）,猎头职位,某生物药上市公司（肿瘤免疫方向）,2000-5000人,,杭州,苏州,硕士,10年以上,50-80k·15薪,,,,https://www.liepin.com/a/76377369.shtml,20260603171323.0,,,,,,,
153805,猎聘,能源/化工/环保,化学,理化分析高级科学家,猎头职位,某知名公司,50-99人,,杭州,苏州,学历不限,6年以上,20-25k·15薪,,,,https://www.liepin.com/a/74111509.shtml,20260409131140.0,,,,,,,
153806,猎聘,能源/化工/环保,化学,合成总监,猎头职位,某苏州大型制药公司,500-999人,,杭州,苏州,硕士,10年以上,35-50k,,,,https://www.liepin.com/a/76329353.shtml,20260602172906.0,,,,,,,
153807,猎聘,能源/化工/环保,化学,海外销售,猎头职位,某南京大型医疗器械公司,5000-10000人,,杭州,南京,统招本科,3-5年,15-25k,,,,https://www.liepin.com/a/74757209.shtml,20260603115911.0,,,,,,,
153808,猎聘,能源/化工/环保,化学,静设备可靠性工程师,猎头职位,某知名公司,100-499人,,杭州,南京-六合区,本科,经验不限,15-22k·15薪,,,,https://www.liepin.com/a/76195903.shtml,20260603113153.0,,,,,,,
153809,猎聘,能源/化工/环保,化学,药化合成总监,猎头职位,某苏州制药公司,1-49人,,杭州,苏州,博士,10年以上,60-80k,,,,https://www.liepin.com/a/76209231.shtml,20260529152107.0,,,,,,,
153810,猎聘,能源/化工/环保,化学,过程安全管理经理,猎头职位,新药研发行业上市企业,2000-5000人,,杭州,常州,统招本科,经验不限,30-40k·15薪,,,,https://www.liepin.com/a/73613775.shtml,20260609085417.0,,,,,,,
153811,猎聘,能源/化工/环保,化学,非天然氨基酸研究员,猎头职位,某苏州制药公司,100-499人,,杭州,苏州-常熟,本科,经验不限,11-17k,,,,https://www.liepin.com/a/74808505.shtml,20260608152319.0,,,,,,,
153812,猎聘,能源/化工/环保,化学,车间工艺主管/工程师（多肽-泰兴）,猎头职位,某国内制药公司,50-99人,,杭州,泰州,本科,3-5年,15-30k,,,,https://www.liepin.com/a/76260067.shtml,20260601142429.0,,,,,,,
153813,猎聘,能源/化工/环保,化学,电芯设计,猎头职位,某国内大型新能源公司,5000-10000人,,杭州,无锡,博士,5-10年,50-80k·17薪,,,,https://www.liepin.com/a/75817975.shtml,20260609094356.0,,,,,,,
153814,猎聘,能源/化工/环保,化学,有机合成研发员,猎头职位,某国内制药公司,50-99人,,杭州,南通,统招本科,5-10年,12-20k,,,,https://www.liepin.com/a/73672191.shtml,20260520175201.0,,,,,,,
153815,猎聘,能源/化工/环保,化学,总经理 ,猎头职位,某杭州专业服务公司,50-99人,,杭州,扬州,硕士,10年以上,70-100k,,,,https://www.liepin.com/a/74694497.shtml,20260609173540.0,,,,,,,
153816,猎聘,能源/化工/环保,化学,药化总监,猎头职位,某苏州学术/科研公司,100-499人,,杭州,苏州,博士,5-10年,80-100k,,,,https://www.liepin.com/a/75903807.shtml,20260521113522.0,,,,,,,
153817,猎聘,能源/化工/环保,化学,大健康研发经理--天然外用凝胶产品,猎头职位,某南京学术/科研公司,1-49人,,杭州,南京-江宁区,硕士,5年以上,20-28k,,,,https://www.liepin.com/a/76158937.shtml,20260528142531.0,,,,,,,
153818,猎聘,能源/化工/环保,化学,SMQC质量事件调查员,猎头职位,某大型制药公司,2000-5000人,,杭州,无锡,统招本科,6年以上,16-25k·14薪,,,,https://www.liepin.com/a/74769825.shtml,20260609101827.0,,,,,,,
153819,猎聘,能源/化工/环保,化学,药物合成研究员,猎头职位,某南京制药公司,1-49人,,杭州,南京-栖霞区,硕士,3-5年,15-20k,,,,https://www.liepin.com/a/76422471.shtml,20260604163233.0,,,,,,,
153820,猎聘,能源/化工/环保,化学,电池工程师（失效性分析研发）,猎头职位,某国内大型新能源公司,10000人以上,,杭州,常州,统招本科,2年以上,15-20k·16薪,,,,https://www.liepin.com/a/74922279.shtml,20260422102304.0,,,,,,,
153821,猎聘,能源/化工/环保,化学,研发专家,猎头职位,某苏州汽车零部件及配件公司,100-499人,,杭州,苏州-吴江区,博士,5-10年,35-50k,,,,https://www.liepin.com/a/75876783.shtml,20260609165737.0,,,,,,,
153822,猎聘,能源/化工/环保,化学,ADC研究员,猎头职位,某郑州其他生活服务公司,50-99人,,杭州,苏州,统招本科,3-5年,15-25k,,,,https://www.liepin.com/a/74358599.shtml,20260604092813.0,,,,,,,
153823,猎聘,能源/化工/环保,化学,小分子有机合成高级科学家,猎头职位,某苏州制药公司,50-99人,,杭州,苏州,博士,3-5年,30-40k·14薪,,,,https://www.liepin.com/a/74038439.shtml,20260604154043.0,,,,,,,
153824,猎聘,能源/化工/环保,化学,ADC药化科学家,猎头职位,某苏州知名公司,100-499人,,杭州,苏州,博士,经验不限,40-60k·14薪,,,,https://www.liepin.com/a/75810953.shtml,20260519112041.0,,,,,,,
153825,猎聘,能源/化工/环保,化学,表面工艺工程师,猎头职位,某国内大型电气机械/器材公司,500-999人,,杭州,南通-启东,学历不限,经验不限,15-25k,,,,https://www.liepin.com/a/76173701.shtml,20260528162733.0,,,,,,,
153826,猎聘,能源/化工/环保,化学,总经理,猎头职位,某知名公司,1000-2000人,,杭州,苏州-太仓,本科,10年以上,70-100k,,,,https://www.liepin.com/a/74631815.shtml,20260609171333.0,,,,,,,
153827,猎聘,能源/化工/环保,化学,食品安全与质量专员（江浙沪）,企业职位,都乐包装食品(上海)有限公司,1-49人,,武汉,金华-金东区,统招本科,3-5年,7-9k·15薪,,,,https://www.liepin.com/job/1982862737.shtml,20260609140755.0,,,,,,,
153828,猎聘,能源/化工/环保,化学,高级电化学材料研发工程师,企业职位,某杭州新能源公司,50-99人,,武汉,杭州-萧山区,硕士,经验不限,30-60k·15薪,,,,https://www.liepin.com/a/74099817.shtml,20260514113934.0,,,,,,,
153829,猎聘,能源/化工/环保,化学,电化学研究员（电池/电解液/AI材料/电化学，杭州，40－80W，硕士5年，博士２年）,企业职位,某杭州专业技术服务公司,1-49人,,武汉,杭州,硕士,1-3年,30-50k·16薪,,,,https://www.liepin.com/a/74508253.shtml,20260531154150.0,,,,,,,
153830,猎聘,能源/化工/环保,化学,计算化学工程师（AIDD）,企业职位,扬厉医药,50-99人,,武汉,杭州-拱墅区,硕士,3-5年,薪资面议,,,,https://www.liepin.com/job/1982960987.shtml,20260528172902.0,,,,,,,
153831,猎聘,能源/化工/环保,化学,高级电化学材料研发工程师（博士，一定是电解水制氢AEM研发方向的）,企业职位,某杭州新能源公司,50-99人,,武汉,杭州-萧山区,硕士,1-3年,26-50k·15薪,,,,https://www.liepin.com/a/73033833.shtml,20260609085412.0,,,,,,,
153832,猎聘,能源/化工/环保,化学,化学分析工程师,企业职位,力炻电极技术,50-99人,,武汉,杭州-萧山区,本科,2年以上,6-10k·15薪,,,,https://www.liepin.com/job/1982260105.shtml,20260601173041.0,,,,,,,
153833,猎聘,能源/化工/环保,化学,化学发光试剂研发主管,企业职位,某杭州制药公司,100-499人,,武汉,杭州,硕士,5-10年,20-30k,,,,https://www.liepin.com/a/71130373.shtml,20260522113404.0,,,,,,,
153834,猎聘,能源/化工/环保,化学,高级电化学材料研发工程师,企业职位,某杭州新能源公司,50-99人,,武汉,杭州-萧山区,博士,经验不限,25-50k·16薪,,,,https://www.liepin.com/a/75982799.shtml,20260531161841.0,,,,,,,
153835,猎聘,能源/化工/环保,化学,化学分析测试员,企业职位,某杭州知名公司,10000人以上,,武汉,杭州,本科,1-3年,15-30k·14薪,,,,https://www.liepin.com/a/75986881.shtml,20260609130916.0,,,,,,,
153836,猎聘,能源/化工/环保,化学,化学实验员,企业职位,深度原理,1-49人,,武汉,杭州-萧山区,硕士,经验不限,10-13k·17薪,,,,https://www.liepin.com/job/1978456067.shtml,20260523180720.0,,,,,,,
153837,猎聘,能源/化工/环保,化学,高级电化学材料研发工程师,企业职位,力炻电极技术,50-99人,,武汉,杭州-萧山区,博士,经验不限,16-30k·15薪,,,,https://www.liepin.com/job/1980054037.shtml,20260601173057.0,,,,,,,
153838,猎聘,能源/化工/环保,化学,多肽化学助理研究员 (MJ000261),企业职位,先为达生物,100-499人,,武汉,杭州-钱塘区,本科,1-3年,7-15k,,,,https://www.liepin.com/job/1983075131.shtml,20260604155327.0,,,,,,,
153839,猎聘,能源/化工/环保,化学,高级研发工程师-神经/IVD/科研/电化学/发光/流式/外泌体/试剂,企业职位,某知名公司,1-49人,,武汉,杭州,硕士,经验不限,25-40k,,,,https://www.liepin.com/a/75455947.shtml,20260509130610.0,,,,,,,
153840,猎聘,能源/化工/环保,化学,化学发光试剂研发总监,企业职位,某生物科技公司,100-499人,,武汉,杭州,硕士,10年以上,30-45k,,,,https://www.liepin.com/a/66201629.shtml,20260522113807.0,,,,,,,
153841,猎聘,能源/化工/环保,化学,化学工艺合成研究员,企业职位,华东医药,10000人以上,,武汉,杭州,博士,1年以下,薪资面议,,,,https://www.liepin.com/job/1981028119.shtml,20260604152010.0,,,,,,,
153842,猎聘,能源/化工/环保,化学,研发工程师（化学合成方向）,企业职位,杭州佳嘉乐生物技术有限公司,50-99人,,武汉,杭州-钱塘区,本科,1-3年,9-13k,,,,https://www.liepin.com/job/1980525447.shtml,20260601101501.0,,,,,,,
153843,猎聘,能源/化工/环保,化学,销售主任-纺织品、玩具、化学服务,企业职位,莱茵技术,2000-5000人,,武汉,宁波-鄞州区,大专,3-5年,7-9k·13薪,,,,https://www.liepin.com/job/1980950505.shtml,20260507084046.0,,,,,,,
153844,猎聘,能源/化工/环保,化学,化学燃料专家（甲醇）,企业职位,某世界500强上市公司,10000人以上,,武汉,宁波,统招本科,5年以上,85-100k,,,,https://www.liepin.com/a/74305813.shtml,20260603094853.0,,,,,,,
153845,猎聘,能源/化工/环保,化学,化学分析课题负责人,企业职位,某知名公司,500-999人,,武汉,杭州-钱塘区,硕士,5-10年,20-40k,,,,https://www.liepin.com/a/74698639.shtml,20260416082112.0,,,,,,,
153846,猎聘,能源/化工/环保,化学,化学合成与工艺研发工程师（杭州）,企业职位,九洲药业(杭州)有限公司,,,武汉,杭州-钱塘区,硕士,3-5年,12-25k,,,,https://www.liepin.com/job/1974948051.shtml,20260528091548.0,,,,,,,
153847,猎聘,能源/化工/环保,化学,有机化学高级研发工程师,企业职位,某国内制药上市公司,1000-2000人,,武汉,杭州,博士,经验不限,25-35k,,,,https://www.liepin.com/a/76238567.shtml,20260601100327.0,,,,,,,
153848,猎聘,能源/化工/环保,化学,CMP（化学机械抛光）浆料/抛光液研发工程师,企业职位,某国内学术/科研公司,50-99人,,武汉,衢州,学历不限,经验不限,11-22k,,,,https://www.liepin.com/a/75938291.shtml,20260522095949.0,,,,,,,
153849,猎聘,能源/化工/环保,化学,化学合成研发经理-熟悉mRNA核酸技术,企业职位,某国内制药公司,1-49人,,武汉,杭州,硕士,经验不限,20-30k,,,,https://www.liepin.com/a/76395269.shtml,20260604101028.0,,,,,,,
153850,猎聘,能源/化工/环保,化学,核酸化学合成,企业职位,某杭州制药公司,100-499人,,武汉,杭州-钱塘区,硕士,1-3年,20-40k·14薪,,,,https://www.liepin.com/a/74778241.shtml,20260604173712.0,,,,,,,
153851,猎聘,能源/化工/环保,化学,连续流化学工艺研究员,企业职位,浙江弘流科技有限公司,50-99人,,武汉,绍兴-上虞区,硕士,1-3年,10-20k,,,,https://www.liepin.com/job/1969505027.shtml,20260609094930.0,,,,,,,
153852,猎聘,能源/化工/环保,化学,药物化学副总裁,企业职位,某杭州专业服务公司,50-99人,,武汉,杭州,博士,10年以上,100-150k,,,,https://www.liepin.com/a/74634207.shtml,20260609173540.0,,,,,,,
153853,猎聘,能源/化工/环保,化学,电子电气产品化学项目工程师Project Engineer,企业职位,莱茵技术,2000-5000人,,武汉,宁波-鄞州区,统招本科,3-5年,7-13k·13薪,,,,https://www.liepin.com/job/1982609425.shtml,20260518114032.0,,,,,,,
153854,猎聘,能源/化工/环保,化学,化学有机合成研究员,企业职位,深度原理,1-49人,,武汉,杭州-萧山区,硕士,经验不限,20-25k·17薪,,,,https://www.liepin.com/job/1977581607.shtml,20260311124928.0,,,,,,,
